1. Qual o seu nivel de formacao?;2. Qual o seu ano de ingresso?;3. A qual programa esta vinculado?;como voce avalia a qualidade das aulas e do material utilizado?  [Qualidade das aulas];Como voce avalia a qualidade das aulas e do material utilizado?  [Material didatico utilizado nas disciplinas];Como voce avalia a qualidade das aulas e do material utilizado?  [Acervo disponivel para consulta];Como voce avalia a  infraestrutura do programa?  [Infraestrutura geral];Como voce avalia a  infraestrutura do programa?  [Laboratorios de pesquisa/Salas de estudo];Como voce avalia a  infraestrutura do programa?  [Insumos para pesquisa];Como voce avalia o relacionamento entre voce e: [os colegas];Como voce avalia o relacionamento entre voce e: [a comissao orientadora];Como voce avalia o relacionamento entre voce e: [a comissao coordenadora];Como voce avalia o relacionamento entre voce e: [a secretaria do programa];Como voce avalia a gestao do programa? [Processo de gestao/Administrativo do Programa];Como voce avalia a gestao do programa? [Organizacao do Programa];Como voce avalia o seu conhecimento acerca: [do seu papel enquanto aluno];Como voce avalia o seu conhecimento acerca: [do Regimento Interno do Programa];Como voce avalia o seu conhecimento acerca: [do Regimento Geral da Pos-Graduacao];Como voce avalia o seu conhecimento acerca: [das normas da Capes];Como voce avalia o seu conhecimento acerca: [do processo de avaliacao da Capes];Em relacao ao seu PROJETO DE PESQUISA, voce esta:;Em relacao a sua PRODUcaO CIENTiFICA, voce esta:;Voce acredita que sua pesquisa possui relevancia e pertinencia social?;Voce acredita que sua pesquisa possui relevancia e pertinencia economica?;Voce acredita que sua pesquisa possui relevancia e pertinencia ambiental?;Voce acredita que sua pesquisa promove avanco cientifico?;O seu Programa possui visao, missao e objetivos claros?;Voce acredita que sua pesquisa esta alinhada com o objetivo e missao de seu Programa?;Quais sao os principais atores que podem ser impactados por sua pesquisa e producao cientifica dela decorrente? (Marque todas que se aplicam).;Voce recebe bolsa de pos-graduacao?;Para a realizacao de seu projeto de pesquisa houve algum tipo de captacao de recurso externo (exceto bolsa)? ;Producao de inovacao tecnologica e uma prioridade em seu programa de pos-graduacao?;Voce acredita que sua linha de pesquisa se destaca pela producao de inovacao tecnologica?;Voce ja depositou alguma patente proveniente de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Producao de tecnologias de APLICAcaO SOCIAL e uma prioridade em seu programa de pos-graduacao?;Alguma tecnologia de aplicacao social ja foi criada como resultado de sua pesquisa, ou possui isso como um dos objetivos de seu projeto de pesquisa?;Voce ja apresentou algum resultado de sua pesquisa em algum evento voltado para a COMUNIDADE, ou pretende apresentar?;Voce ja apresentou algum resultado de sua pesquisa em algum evento CIENTiFICO, ou pretende apresentar?;Sua pesquisa podera gerar solucoes para os problemas que a sociedade enfrenta ou vira a enfrentar?;Qual o nivel de internacionalizacao do seu programa?;No momento, ha interesse por parte do seu Programa de Pos-Graduacao em iniciar um processo de Internacionalizacao?;Voce se sente preparado para a internacionalizacao do seu Programa de Pos-Graduacao? ;Voce entende que o seu Programa de Pos-Graduacao esta preparado para a internacionalizacao?;Seu projeto de pesquisa possui parcerias com instituicoes internacionais de pesquisa ou ensino?;Qual o seu nivel de proficiencia em lingua inglesa?;Gostaria de adicionar algum comentario referente seu Programa de Pos-Graduacao?;Gostaria de adicionar algum comentario referente a Pro-Reitoria de Pesquisa e Pos-Graduacao?
Doutorado em andamento;2017;Agroquimica;5;4;5;5;5;4;3;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a agencias de fomento governamentais;1;1;0;1;0;0;1, em um evento nacional;5;4;;5;4;0;2;;
Doutorado em andamento;2017;Agroquimica;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;0;;0;1, em um evento nacional;5;3;;5;5;0;4;;
Doutorado em andamento;2020;Agroquimica;4;4;3;4;4;3;4;4;4;4;3;3;4;4;4;4;4;5;4;5;5;4;5;1;5;Sociedade, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;1;1;1;1, em um evento local;1, em um evento nacional;5;4;;4;5;0;3;Programa de relevancia nacional;Excelente trabalho
Mestrado em andamento;2020;Agroquimica;5;5;3;5;0;0;5;5;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;1;5;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;0;1, em um evento regional;5;3;;3;5;0;1;Iniciei o mestrado em agroquimica no final do ano de 2020, logo, encontro muitas dificuldades no andamento da pesquisa devido ao periodo em que estamos vivenciando. Porem, estou bastante satisfeita com as disciplinas oferecidas, e com a assistencia do meu orientador e co-orientador que sempre estao a disposicao para auxiliar no que e possivel fazer dentro de nossas limitacoes do momento.;
Doutorado em andamento;2019;Agroquimica;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;1;1;1, em um evento internacional;1, em um evento internacional;5;4;;4;4;0;3;;
Mestrado em andamento;2020;Agroquimica;4;5;5;4;4;4;4;5;5;5;5;5;5;5;4;4;5;5;4;4;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;1;1;0;0;;0;1, em um evento regional;5;3;;3;4;0;3;;
Mestrado em andamento;2020;Agroquimica;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento nacional;5;3;;5;5;0;4;;
Mestrado em andamento;2020;Agroquimica;5;5;1;3;3;3;5;5;5;5;5;5;5;4;4;4;5;4;4;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - CNPq;0;0;;;0;;1, em um evento nacional;1, em um evento nacional;5;0;1;4;4;0;3;;
Doutorado em andamento;2019;Agroquimica;5;5;5;4;4;3;5;5;5;5;4;4;4;4;4;4;4;4;3;4;4;4;4;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;4;2;;4;5;0;2;;
Mestrado em andamento;2020;Agroquimica;2;1;2;3;2;1;3;3;3;3;2;2;3;2;2;2;2;4;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;0;0;1;0;Pela pandemia o processo foi dificultado ;Pela pandemia o processo foi dificultado;5;1;;5;4;0;4;Seria bom tentar ter mais convenios internacionais e trabalhar como programa e 0 como laboratorio de pesquisa ( individualmente) ;Deveriam comentar programas para dominio de lingua inglesa e tentar gerar mais convenios internacionais 
Doutorado em andamento;2020;Agroquimica;5;5;0;5;5;5;4;4;5;4;5;4;4;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;1, junto a agencias de fomento governamentais;1;1;1;1;1;0;0;5;2;;4;5;0;3;;
Doutorado em andamento;2019;Agroquimica;4;4;4;5;5;5;4;4;3;4;3;4;5;5;5;5;5;3;3;5;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;1;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;5;5;1;1;;
Mestrado em andamento;2019;Agroquimica;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;1 - CNPq;0;1;1;1;1;0;1, em um evento nacional;1, em um evento nacional;5;3;;1;4;0;1;0;0
Doutorado em andamento;2021;Agroquimica;5;5;5;3;3;3;5;5;5;5;5;4;5;5;5;5;5;3;4;5;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores;0;1, junto a empresas interessadas nos resultados da pesquisa;0;;;0;;0;1, em um evento nacional;5;4;;5;5;0;3;;
Doutorado em andamento;2019;Agroquimica;3;3;5;4;4;4;5;5;5;5;3;3;5;4;4;4;4;4;4;3;4;4;4;0;;Empresas, Outros Pesquisadores;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;1;0;;1, em um evento nacional;1, em um evento nacional;3;1;;4;1;1;4;;
Doutorado em andamento;2017;Agroquimica;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;0;0;1, em um evento nacional;4;3;;3;3;0;3;;
Doutorado em andamento;2017;Agroquimica;5;5;3;5;5;4;5;5;5;4;5;5;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;0;0;1;1;0;0;5;3;;3;5;0;2;;
Doutorado em andamento;2018;Agroquimica;4;5;5;4;4;4;5;5;5;5;5;5;4;4;4;4;4;5;4;4;4;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;0;1;1;0;0;1, em um evento nacional;4;4;;5;5;0;3;;
Doutorado em andamento;2019;Agroquimica;4;4;3;3;4;2;4;3;3;4;4;4;4;3;4;4;4;5;3;5;5;5;4;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;1;0;;1, em um evento local;1, em um evento nacional;5;3;;3;3;0;4;;
Mestrado em andamento;2019;Agroquimica;4;5;5;3;3;3;4;4;4;5;5;5;3;3;3;3;3;3;2;2;2;3;3;0;;Outros Pesquisadores;1 - CNPq;1, junto a agencias de fomento governamentais;1;0;0;0;;0;0;3;1;;4;3;0;3;;
Doutorado em andamento;2017;Agroquimica;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;3;5;5;4;5;0;;Sociedade, Empresas, Agencias Governamentais;0;1, junto a agencias de fomento governamentais;1;1;1;0;;1, em um evento nacional;1, em um evento nacional;4;2;;4;4;0;2;;
Doutorado em andamento;2017;Agroquimica;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;3;5;5;4;5;0;;Sociedade, Empresas, Agencias Governamentais;0;1, junto a agencias de fomento governamentais;1;1;1;0;;1, em um evento nacional;1, em um evento nacional;4;2;;4;4;0;2;;
Mestrado em andamento;2019;Agroquimica;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas;1 - CNPq;0;1;1;1;1;1;0;0;5;3;;4;4;0;3;;
Doutorado em andamento;2019;Agroquimica;1;1;2;5;5;4;5;1;1;4;1;1;5;5;3;2;1;5;5;3;3;5;3;0;;Outros Pesquisadores;1 - Capes;0;0;;;0;;Publicacao de artigo cientifico ;Publicacao de artigo cientifico ;3;1;;4;1;0;3;Devido a estrutura e a capacitacao do programa, deveria haver um melhor conceito de avaliacao junto a CAPES;
Doutorado em andamento;2017;Agroquimica;3;3;3;3;2;2;4;4;4;4;3;3;4;3;3;3;4;4;3;4;4;4;4;1;4;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;1;1;0;Pretendo apresentar;Pretendo apresentar;4;3;;3;3;0;3;;
Doutorado em andamento;2016;Agroquimica;5;5;5;4;4;4;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;4;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;Minha bolsa Capes ja se encerrou. ;1, junto a agencias de fomento governamentais;1;1;1;0;;1, em um evento nacional;1, em um evento nacional;5;3;;4;4;0;1;;
Doutorado em andamento;2019;Agroquimica;5;4;4;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a empresas interessadas nos resultados da pesquisa;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;5;4;;4;4;0;2;;
Doutorado em andamento;2021;Agroquimica;4;3;3;4;5;5;5;5;4;5;5;5;4;5;4;3;3;5;4;5;5;4;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);0;;;0;;0;1, em um evento nacional;4;3;;5;3;0;4;;
Doutorado em andamento;2021;Agroquimica;4;3;4;4;3;3;5;5;5;4;4;4;4;3;3;4;4;5;4;3;4;4;5;1;5;Empresas, Outros Pesquisadores;0;0;1;1;0;0;;0;1, em um evento nacional;4;3;;3;4;0;3;;
Doutorado em andamento;2020;Agroquimica;4;5;5;5;4;4;5;5;5;5;5;4;5;4;4;4;4;5;4;5;5;5;5;1;5;Sociedade, Empresas;1 - Capes;0;1;1;0;0;;0;0;4;3;;4;4;0;2;;
Mestrado em andamento;2019;Agroquimica;4;4;5;3;3;4;5;5;5;5;5;4;4;4;4;4;4;4;3;5;5;5;5;1;5;Sociedade, Empresas;1 - Capes;0;1;0;0;1;1;1, em um evento nacional;1, em um evento nacional;5;5;;4;3;0;2;;
Mestrado em andamento;2019;Agroquimica;4;3;4;4;3;2;4;4;4;4;3;3;3;3;2;3;3;4;4;4;4;5;5;1;5;Empresas, Outros Pesquisadores;1 - CNPq;0;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;4;2;;5;4;1;4;;
Doutorado em andamento;2016;Agroquimica;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;4;2;4;1;4;Sociedade, Empresas, Outros Pesquisadores;0;0;1;1;0;1;0;0;1, em um evento internacional;5;3;;4;4;1;4;;
Doutorado em andamento;2019;Agroquimica;5;4;4;5;4;3;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;4;1;4;Sociedade, Empresas, Outros Pesquisadores;1 - Fapemig;0;1;1;1;1;1;0;0;5;4;;4;2;0;3;;
Mestrado em andamento;2020;Agroquimica;3;4;0;4;5;4;3;4;3;4;0;0;4;4;4;4;4;4;2;5;5;5;5;1;5;Sociedade, Empresas;1 - Capes;0;1;1;1;1;1;Ainda 0 apresentei mas pretendo apresentar ;Ainda 0 apresentei mas pretendo apresentar ;5;4;;2;4;1;0;;
Doutorado em andamento;2019;Agroquimica;4;4;4;4;4;4;5;4;4;4;4;4;5;4;5;4;4;4;3;2;5;5;5;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;0;;0;1, em um evento nacional;4;3;;4;4;0;4;;
Doutorado em andamento;2017;Agroquimica;4;3;3;4;3;1;5;4;4;5;4;4;5;3;3;2;2;4;4;4;2;3;3;0;;Outros Pesquisadores;1 - Capes;0;1;0;0;0;;0;0;2;3;;1;2;0;1;;
Mestrado em andamento;2020;Agroquimica;5;5;5;3;4;3;3;5;4;4;5;5;4;4;5;3;3;4;5;4;3;4;4;1;4;Sociedade, Outros Pesquisadores;1 - CNPq;0;1;0;0;0;;0;0;5;4;;5;4;0;3;;
Mestrado em andamento;2020;Agroquimica;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;1;5;Agronomica ;1 - Capes;0;1;1;0;1;1;0;1, em um evento local;5;3;;5;5;1;3;;
Mestrado em andamento;2019;Agroquimica;5;5;5;5;2;2;5;5;4;4;4;5;5;5;5;5;5;5;3;2;5;5;2;1;5;Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;0;;0;0;2;1;;2;4;0;5;;
Doutorado em andamento;2019;Arquitetura e Urbanismo;4;4;4;4;3;4;5;5;5;4;5;5;5;5;5;5;4;5;4;4;4;4;4;1;5;Sociedade, Agencias Governamentais;0;0;0;;;1;0;0;1, em um evento internacional;4;3;;4;5;0;4;;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;5;2;5;5;0;5;5;5;4;5;4;5;4;4;3;3;4;3;5;3;3;5;1;5;Sociedade, Outros Pesquisadores, Arquitetos;0;0;1;1;0;1;0;0;1, em um evento internacional;3;3;;5;4;0;4;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;4;4;4;3;3;3;3;4;3;3;3;2;3;4;3;3;2;4;2;3;5;5;4;1;5;Sociedade, Empresas;0;0;1;1;0;1;0;1, em um evento internacional;1, em um evento internacional;4;3;;3;3;0;3;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;5;4;3;3;4;3;4;5;5;3;4;4;4;4;4;4;4;5;3;4;3;5;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;0;;;1;0;1, em um evento regional;1, em um evento internacional;5;2;;4;4;0;5;O Programa de Pos-Graduacao em Arquitetura e Urbanismo tem inteira capacidade intelectual para a internacionalizacao e avanco tecnico e cientifico, porem a limitacao de recursos financeiros dificulta o desenvolvimento do programa.;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;1;1;2;0;1;0;4;1;2;2;2;1;1;1;1;1;2;2;4;4;2;5;0;;Sociedade, Agencias Governamentais;0;0;0;;;1;1;0;1, em um evento internacional;4;1;;2;2;0;2;;
Doutorado em andamento;2019;Arquitetura e Urbanismo;3;0;0;2;2;2;2;4;3;3;2;2;5;3;2;4;3;5;1;5;2;1;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;0;1;0;0;1, em um evento regional;5;1;;4;3;0;5;;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;4;4;3;0;3;0;5;4;4;3;3;4;3;3;2;2;5;2;5;5;5;5;0;;Agencias Governamentais;1 - Fapemig;0;0;;;0;;1, em um evento local;1, em um evento nacional;5;1;;2;2;0;2;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;5;5;3;2;1;4;5;5;5;5;5;5;3;3;4;2;2;4;3;4;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;1, em um evento regional;1, em um evento internacional;5;1;;5;3;1;4;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;4;4;3;3;2;2;5;5;4;4;5;3;5;5;5;4;4;4;5;5;5;5;5;1;5;Agencias Governamentais;0;0;1;0;0;1;1;1, em um evento local;1, em um evento internacional;5;3;;3;3;0;5;O Programa de Pos-graduacao em Arquitetura e Urbanismo e otimo. Os professores sao muito bons e todos sentem-se muito confortaveis. Porem, falta infraestrutura basica em alguns momentos, como por exemplo nos laboratorios, na propria sede do programa. Coisas que atrapalham, por exemplo, a permanencia dos alunos ali. Alem disso, cortes de bolsas afetaram diretamente o programa e a pandemia atrapalhou muito com o psicologico de varios alunos.;0 tenho conhecimento para opinar. Mas quando precisei no meu mestrado, fui muito bem atendido. 
Mestrado em andamento;2020;Arquitetura e Urbanismo;5;5;5;0;0;3;5;5;5;5;5;5;4;4;3;1;1;3;3;4;3;3;5;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;1;0;Talvez, dependendo da existencia de eventos locais em funcao da pandemia;0;5;4;;2;4;0;3;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4;5;4;4;4;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;1;1;0;1;1;0;1, em um evento regional;4;4;;4;5;0;3;Considero um programa bem estruturado e com largo potencial de producao cientifica.;
Mestrado em andamento;2019;Arquitetura e Urbanismo;5;4;5;3;3;3;5;4;4;5;5;3;4;3;3;2;2;5;4;5;5;5;5;1;5;Sociedade, Administracao Pública;0;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;5;4;;3;3;0;3;Agradeco a oportunidade!;
Mestrado em andamento;2020;Arquitetura e Urbanismo;5;5;0;0;0;0;3;4;4;1;4;4;1;1;1;1;1;4;3;4;5;3;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Fapemig;0;1;1;0;1;0;0;1, em um evento local;5;3;;3;3;0;2;;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;4;2;5;5;5;4;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;1 - Capes;Apoio Financeiro atraves da PROAP PROAP (Programa de Apoio a Pos-graduacao) - UFV;1;1;1;1;1;1, em um evento local;1, em um evento nacional;5;4;;5;5;0;3;;
Mestrado em andamento;2021;Arquitetura e Urbanismo;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;5;4;5;5;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;1, pretendo apresentar.;1, pretendo apresentar.;5;3;;3;3;0;3;;
Doutorado em andamento;2019;Arquitetura e Urbanismo;4;3;2;2;2;1;4;5;4;2;4;4;4;4;4;3;3;4;4;4;5;5;4;1;4;Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;1;1, em um evento local;1, em um evento nacional;4;2;;3;2;0;3;;
Doutorado em andamento;2021;Arquitetura e Urbanismo;5;5;5;2;2;2;5;5;5;5;5;5;5;5;5;3;5;5;3;5;5;3;5;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;0;0;5;3;;3;3;0;5;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;5;5;0;0;0;0;5;0;5;5;0;0;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Outros Pesquisadores;0;0;1;0;0;1;0;1, em um evento internacional;1, em um evento internacional;5;5;;5;5;0;4;;
Mestrado em andamento;2021;Arquitetura e Urbanismo;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;2;2;4;3;4;4;4;4;1;4;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;0;1, em um evento regional;4;4;;3;5;0;2;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;4;4;3;3;3;3;2;5;2;2;4;4;4;4;4;2;2;4;3;5;5;4;5;1;5;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;1;0;0;1, em um evento local;4;1;;3;4;0;3;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;4;4;0;5;4;0;4;5;4;5;4;4;5;4;4;0;0;3;1;5;5;1;5;1;3;Sociedade, Instituicoes de ensino;0;0;0;;;0;;0;1, em um evento nacional;3;2;;1;4;0;2;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;4;4;3;4;3;4;4;5;4;5;4;4;4;5;4;4;4;4;4;5;5;3;4;1;5;Sociedade, Empresas, Outros Pesquisadores;1 - Capes;0;1;1;0;1;1;0;1, em um evento internacional;4;3;;5;4;0;3;;
Doutorado em andamento;2019;Arquitetura e Urbanismo;5;5;5;3;5;3;5;5;5;3;5;5;5;5;4;3;5;4;3;3;5;5;5;1;5;Sociedade, Empresas;1 - Capes;1, junto a outras instituicoes de apoio a pesquisa (federais ou estaduais);1;1;0;1;0;1, em um evento regional;1, em um evento internacional;4;3;;4;4;0;4;O PPG.au e seus alunos fazem milagre em relacao as pesquisas desenvolvidas, visto o descaso com o ensino/pos-graduacao no Brasil. ;
Doutorado em andamento;2019;Arquitetura e Urbanismo;3;4;4;4;4;4;5;5;5;5;4;4;4;5;0;0;4;5;4;5;5;4;4;1;5;Sociedade, Empresas, A propria Universidade. ;Recebi apenas no primeiro ano,  Bolsa Fapemig;0;1;1;0;1;0;1, ainda 0 foi realizado, mas esta nos objetivos do trabalho. ;1, em um evento nacional;4;3;;3;3;0;3;e um programa muito novo, acredito que ha muito potencial, mas ainda estamos no inicio. ;
Mestrado em andamento;2021;Arquitetura e Urbanismo;5;5;0;4;0;0;5;5;5;5;4;4;5;4;3;0;0;4;3;4;3;3;4;1;5;Sociedade, Empresas, Outros Pesquisadores;Estou aguardando concesao de bolsa.;0;1;1;0;1;1;1, em um evento internacional;1, em um evento internacional;5;3;;4;4;0;5;;
Mestrado em andamento;2020;Arquitetura e Urbanismo;5;5;5;0;0;0;5;5;0;0;5;5;3;5;3;5;3;3;3;4;4;3;5;1;4;Sociedade, Empresas;1 - Capes;1, junto a prefeituras municipais;1;1;0;1;1;0;1, em um evento internacional;4;3;;5;4;0;4;Estou muito satisfeito com o programa. Os professores sao muito qualificados e dedicados. Os temas pesquisados, em sua maioria possuem grande relevancia social e cientifica.;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;4;5;4;0;0;3;3;3;3;3;3;4;2;2;3;3;4;3;5;4;2;3;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;1, em um evento local;0;3;3;;2;3;1;3;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;3;2;3;3;2;2;3;2;3;3;2;2;3;3;2;1;1;2;1;5;3;2;5;1;4;Sociedade, Outros Pesquisadores, Instituicoes de ensino ;0;0;1;1;0;1;1;1, em um evento nacional;1, em um evento nacional;5;3;;4;5;1;3;;
Doutorado em andamento;2020;Arquitetura e Urbanismo;4;3;3;2;3;3;4;4;4;3;3;3;3;4;3;3;3;4;2;5;4;4;4;0;;Sociedade, Outros Pesquisadores, Agencias Governamentais;1 - Capes;0;1;0;1;0;;Pretendo apresentar. Ainda estou revisando o projeto;Idem. Pretendo apresentar;5;1;;4;3;0;4;;
Mestrado em andamento;2019;Arquitetura e Urbanismo;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;Sociedade, Empresas, Agencias Governamentais;1 - Capes;0;1;1;0;1;1;1, em um evento regional;1, em um evento regional;5;3;;1;3;0;3;0;0
Doutorado em andamento;2020;Arquitetura e Urbanismo;4;4;4;4;4;4;4;4;4;5;4;3;5;5;2;3;3;5;4;4;3;4;5;1;4;Sociedade, Outros Pesquisadores, Agencias Governamentais;0;0;1;0;0;1;0;1, em um evento nacional;1, em um evento internacional;4;4;;3;4;1;2;;
Mestrado em andamento;2020;Arquitetura e Urbanismo;4;4;4;4;4;4;5;5;5;5;4;4;3;3;3;3;2;4;3;4;2;4;4;1;4;Sociedade, Outros Pesquisadores;0;0;1;0;0;1;0;1, em um evento local;1, em um evento internacional;3;2;;3;3;0;3;0.;0.
Doutorado em andamento;2019;Arquitetura e Urbanismo;5;5;5;3;3;3;3;5;4;5;4;4;4;4;4;4;5;5;4;5;5;5;5;0;;Sociedade, Empresas, Outros Pesquisadores, Agencias Governamentais;0;0;0;;;1;0;1, em um evento regional;1, em um evento internacional;5;2;;3;3;0;4;;
Doutorado em andamento;2019;Arquitetura e Urbanismo;5;5;5;3;3;0;5;5;5;4;5;5;5;4;4;3;3;3;3;3;3;3;3;1;5;Sociedade;0;0;1;0;0;1;0;1, em um evento local;1, em um evento local;4;3;;3;3;0;2;Gostaria de uma atencao especial em relacao a adiamento dos prazos devido ao momento causado pela pandemia ;Gostaria de uma atencao especial em relacao a adiamento dos prazos devido ao momento causado pela pandemia 
Doutorado em andamento;2019;Biologia Animal;4;3;0;3;4;3;5;5;0;3;2;2;5;4;3;4;4;3;1;2;1;5;4;1;5;Outros Pesquisadores;1 - Capes;0;0;;;1;0;1, em um evento nacional;1, em um evento nacional;1;0;0;;;0;3;;
Doutorado em andamento;2019;Biologia Animal;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;3;3;3;5;4;1;5;Sociedade, Outros Pesquisadores;1 - Capes;0;1;0;0;1;0;1, em um evento internacional;1, em um evento internacional;5;3;;4;4;1;3;;
Doutorado em andamento;2021;Biologia Animal;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;3;3;5;3;5;5;5;5;1;5;Sociedade, Empresas, Outros Pesquisadores;0;0;1;1;0;1;1;1, em varios eventos, local para as pessoas de zona rural, regional, nacional e internacional. Em todas as vertentes. ; 1, em varios eventos, local para as pessoas de zona rural, regional, nacional e internacional. Em todas as vertentes. ;5;2;;3;4;0;2;;
